STATE CLIMATE OFFICE OF NORTH CAROLINA,
1/1/2010 15:11,46.9
1/1/2010 15:12,46.7
1/1/2010 15:13,46.7
1/1/2010 15:14,46.6
1/1/2010 15:15,46.9
1/1/2010 15:16,46.6
1/1/2010 15:17,46.7
1/1/2010 15:18,46.6
1/1/2010 15:19,46.9
1/1/2010 15:20,46.7
1/1/2010 15:21,47
1/1/2010 15:22,46.7
1/1/2010 15:23,46.7
1/1/2010 15:24,46.9
1/1/2010 15:25,46.7
1/1/2010 15:26,47
1/1/2010 15:27,47
1/1/2010 15:28,47.2
1/1/2010 15:29,47
1/1/2010 15:30,47
1/1/2010 15:31,47.1
1/1/2010 15:32,46.9
1/1/2010 15:33,47.2
1/1/2010 15:34,47.1
1/1/2010 15:35,47
1/1/2010 15:36,47
1/1/2010 15:37,47.1
1/1/2010 15:38,47.1
1/1/2010 15:39,47.1
1/1/2010 15:40,47
1/1/2010 15:41,47
1/1/2010 15:42,47
1/1/2010 15:43,47.1
1/1/2010 15:44,47.1
1/1/2010 15:45,47.1
1/1/2010 15:46,47
1/1/2010 15:47,46.6
1/1/2010 15:48,46.7
1/1/2010 15:49,46.9
1/1/2010 15:50,46.4
1/1/2010 15:51,46.5
1/1/2010 15:52,46.6
1/1/2010 15:53,46.5
1/1/2010 15:54,46.7
1/1/2010 15:55,46.6
1/1/2010 15:56,46.4
1/1/2010 15:57,46.6
1/1/2010 15:58,46.4
1/1/2010 15:59,46.5
1/1/2010 16:00,46.5
1/1/2010 16:00,46.5
1/1/2010 16:01,46.3
1/1/2010 16:02,46.4
1/1/2010 16:03,46.1
1/1/2010 16:04,46.4
1/1/2010 16:05,46.1
1/1/2010 16:06,46.4
1/1/2010 16:07,46.5
1/1/2010 16:08,46.5
1/1/2010 16:09,46.5
1/1/2010 16:10,46.4
1/1/2010 16:11,46.5
1/1/2010 16:12,46.3
1/1/2010 16:13,46.3
1/1/2010 16:14,46.6
1/1/2010 16:15,46.4
1/1/2010 16:16,46.1
1/1/2010 16:17,46.5
1/1/2010 16:18,46.3
1/1/2010 16:19,46.3
1/1/2010 16:20,46.4
1/1/2010 16:21,46.5
1/1/2010 16:22,46.6
1/1/2010 16:23,46.7
1/1/2010 16:24,46.9
1/1/2010 16:25,46.7
1/1/2010 16:26,46.7
1/1/2010 16:27,46.9
1/1/2010 16:28,46.7
1/1/2010 16:29,46.7
1/1/2010 16:30,46.7
1/1/2010 16:31,46.6
1/1/2010 16:32,46.6
1/1/2010 16:33,46.4
1/1/2010 16:34,46.6
1/1/2010 16:35,46.6
1/1/2010 16:36,46.5
1/1/2010 16:37,46.4
1/1/2010 16:38,46.1
1/1/2010 16:39,46.1
1/1/2010 16:40,46.3
1/1/2010 16:41,46.1
1/1/2010 16:42,46
1/1/2010 16:43,46
1/1/2010 16:44,46.1
1/1/2010 16:45,45.8
1/1/2010 16:46,45.8
1/1/2010 16:47,45.9
1/1/2010 16:48,46
1/1/2010 16:49,46
1/1/2010 16:50,45.8
1/1/2010 16:51,46
1/1/2010 16:52,45.7
1/1/2010 16:53,45.8
1/1/2010 16:54,45.8
1/1/2010 16:55,45.8
1/1/2010 16:56,45.8
1/1/2010 16:57,45.6
1/1/2010 16:58,45.4
1/1/2010 16:59,45.7
1/1/2010 17:00,45.7
1/1/2010 17:00,45.7
1/1/2010 17:01,45.4
1/1/2010 17:02,45.4
1/1/2010 17:03,45.4
1/1/2010 17:04,45.4
1/1/2010 17:05,44.9
1/1/2010 17:06,45.1
1/1/2010 17:07,45.2
1/1/2010 17:08,44.8
1/1/2010 17:09,44.9
1/1/2010 17:10,44.8
1/1/2010 17:11,44.8
1/1/2010 17:12,44.7
1/1/2010 17:13,44.7
1/1/2010 17:14,44.5
1/1/2010 17:15,44.6
1/1/2010 17:16,44.5
1/1/2010 17:17,44.3
1/1/2010 17:18,44.6
1/1/2010 17:19,44.5
1/1/2010 17:20,44.3
1/1/2010 17:21,44.2
1/1/2010 17:22,44
1/1/2010 17:23,44.2
1/1/2010 17:24,44.3
1/1/2010 17:25,44.2
1/1/2010 17:26,44.2
1/1/2010 17:27,44
1/1/2010 17:28,44
1/1/2010 17:29,44
1/1/2010 17:30,43.6
1/1/2010 17:31,43.7
1/1/2010 17:32,43.6
1/1/2010 17:33,43.4
1/1/2010 17:34,43.6
1/1/2010 17:35,43.4
1/1/2010 17:36,43.5
1/1/2010 17:37,43.3
1/1/2010 17:38,43.3
1/1/2010 17:39,43.3
1/1/2010 17:40,43.1
1/1/2010 17:41,43.1
1/1/2010 17:42,43.1
1/1/2010 17:43,43
1/1/2010 17:44,43.1
1/1/2010 17:45,43.2
1/1/2010 17:46,42.9
1/1/2010 17:47,42.7
1/1/2010 17:48,42.6
1/1/2010 17:49,42.6
1/1/2010 17:50,42.4
1/1/2010 17:51,42.4
1/1/2010 17:52,42.4
1/1/2010 17:53,42.6
1/1/2010 17:54,42.4
1/1/2010 17:55,42.8
1/1/2010 17:56,42.8
1/1/2010 17:57,42.9
1/1/2010 17:58,42.6
1/1/2010 17:59,42.8
1/1/2010 18:00,42.7
1/1/2010 18:00,42.7
1/1/2010 18:01,42.6
1/1/2010 18:02,42.7
1/1/2010 18:03,42.4
1/1/2010 18:04,42.6
1/1/2010 18:05,42.4
1/1/2010 18:06,42.4
1/1/2010 18:07,42.4
1/1/2010 18:08,42.7
1/1/2010 18:09,42.7
1/1/2010 18:10,42.2
1/1/2010 18:11,42.2
1/1/2010 18:12,42.7
1/1/2010 18:13,42.3
1/1/2010 18:14,42.3
1/1/2010 18:15,42.4
1/1/2010 18:16,42.1
1/1/2010 18:17,42.4
1/1/2010 18:18,42
1/1/2010 18:19,42
1/1/2010 18:20,41.7
1/1/2010 18:21,41.8
1/1/2010 18:22,41.6
1/1/2010 18:23,41.6
1/1/2010 18:24,41.9
1/1/2010 18:25,42
1/1/2010 18:26,42.1
1/1/2010 18:27,41.9
1/1/2010 18:28,41.7
1/1/2010 18:29,41.7
1/1/2010 18:30,41.7
1/1/2010 18:31,41.6
1/1/2010 18:32,41.6
1/1/2010 18:33,41.5
1/1/2010 18:34,41.6
1/1/2010 18:35,41.6
1/1/2010 18:36,41.5
1/1/2010 18:37,41.4
1/1/2010 18:38,41.5
1/1/2010 18:39,41.5
1/1/2010 18:40,41.3
1/1/2010 18:41,41.1
1/1/2010 18:42,41
1/1/2010 18:43,41
1/1/2010 18:44,41.1
1/1/2010 18:45,40.8
1/1/2010 18:46,40.9
1/1/2010 18:47,40.9
1/1/2010 18:48,40.9
1/1/2010 18:49,40.9
1/1/2010 18:50,40.8
1/1/2010 18:51,40.9
1/1/2010 18:52,40.8
1/1/2010 18:53,40.9
1/1/2010 18:54,40.8
1/1/2010 18:55,40.9
1/1/2010 18:56,40.8
1/1/2010 18:57,40.8
1/1/2010 18:58,40.8
1/1/2010 18:59,40.8
1/1/2010 19:00,40.9
1/1/2010 19:00,40.9
1/1/2010 19:01,40.8
1/1/2010 19:02,41
1/1/2010 19:03,41.1
1/1/2010 19:04,41
1/1/2010 19:05,41.1
1/1/2010 19:06,40.9
1/1/2010 19:07,41
1/1/2010 19:08,40.9
1/1/2010 19:09,40.9
1/1/2010 19:10,40.9
1/1/2010 19:11,40.8
1/1/2010 19:12,40.8
1/1/2010 19:13,40.7
1/1/2010 19:14,40.7
1/1/2010 19:15,40.7
1/1/2010 19:16,40.7
1/1/2010 19:17,40.4
1/1/2010 19:18,40.5
1/1/2010 19:19,40.5
1/1/2010 19:20,40.7
1/1/2010 19:21,40.7
1/1/2010 19:22,40.4
1/1/2010 19:23,40.3
1/1/2010 19:24,40.3
1/1/2010 19:25,40.4
1/1/2010 19:26,40.1
1/1/2010 19:27,39.9
1/1/2010 19:28,40.2
1/1/2010 19:29,40.2
1/1/2010 19:30,40.1
1/1/2010 19:31,40.1
1/1/2010 19:32,40.2
1/1/2010 19:33,40.2
1/1/2010 19:34,40.1
1/1/2010 19:35,40.1
1/1/2010 19:36,39.9
1/1/2010 19:37,39.9
1/1/2010 19:38,39.8
1/1/2010 19:39,39.9
1/1/2010 19:40,40.1
1/1/2010 19:41,39.8
1/1/2010 19:42,39.9
1/1/2010 19:43,39.8
1/1/2010 19:44,39.8
1/1/2010 19:45,39.8
1/1/2010 19:46,39.9
1/1/2010 19:47,39.7
1/1/2010 19:48,39.8
1/1/2010 19:49,39.8
1/1/2010 19:50,39.7
1/1/2010 19:51,39.8
1/1/2010 19:52,39.8
1/1/2010 19:53,39.7
1/1/2010 19:54,39.7
1/1/2010 19:55,39.7
1/1/2010 19:56,39.7
1/1/2010 19:57,39.7
1/1/2010 19:58,39.7
1/1/2010 19:59,39.9
1/1/2010 20:00,40.1
1/1/2010 20:00,40.1
1/1/2010 20:01,39.9
1/1/2010 20:02,40.1
1/1/2010 20:03,40.2
1/1/2010 20:04,40.1
1/1/2010 20:05,39.8
1/1/2010 20:06,39.7
1/1/2010 20:07,39.7
1/1/2010 20:08,39.3
1/1/2010 20:09,39.6
1/1/2010 20:10,39.5
1/1/2010 20:11,39.5
1/1/2010 20:12,39.3
1/1/2010 20:13,39.6
1/1/2010 20:14,39.6
1/1/2010 20:15,39.5
1/1/2010 20:16,39.6
1/1/2010 20:17,39.3
1/1/2010 20:18,39.3
1/1/2010 20:19,39.3
1/1/2010 20:20,39.5
1/1/2010 20:21,39.2
1/1/2010 20:22,39.2
1/1/2010 20:23,39.1
1/1/2010 20:24,39
1/1/2010 20:25,39.2
1/1/2010 20:26,39.1
1/1/2010 20:27,39.2
1/1/2010 20:28,39.2
1/1/2010 20:29,39
1/1/2010 20:30,39.1
1/1/2010 20:31,39
1/1/2010 20:32,39
1/1/2010 20:33,38.9
1/1/2010 20:34,38.9
1/1/2010 20:35,38.9
1/1/2010 20:36,38.9
1/1/2010 20:37,39.1
1/1/2010 20:38,39
1/1/2010 20:39,39
1/1/2010 20:40,39
1/1/2010 20:41,38.9
1/1/2010 20:42,38.4
1/1/2010 20:43,38.6
1/1/2010 20:44,38.6
1/1/2010 20:45,38.4
1/1/2010 20:46,38.3
1/1/2010 20:47,38.4
1/1/2010 20:48,38.4
1/1/2010 20:49,38.4
1/1/2010 20:50,38.5
1/1/2010 20:51,38.3
1/1/2010 20:52,38.3
1/1/2010 20:53,38.4
1/1/2010 20:54,38.4
1/1/2010 20:55,38.5
1/1/2010 20:56,38.4
1/1/2010 20:57,38.4
1/1/2010 20:58,38.1
1/1/2010 20:59,38
1/1/2010 21:00,38
1/1/2010 21:00,38
1/1/2010 21:01,37.9
1/1/2010 21:02,37.9
1/1/2010 21:03,37.9
1/1/2010 21:04,37.8
1/1/2010 21:05,37.9
1/1/2010 21:06,37.9
1/1/2010 21:07,37.8
1/1/2010 21:08,37.7
1/1/2010 21:09,37.7
1/1/2010 21:10,37.8
1/1/2010 21:11,37.8
1/1/2010 21:12,37.5
1/1/2010 21:13,37.5
1/1/2010 21:14,37.4
1/1/2010 21:15,37.5
1/1/2010 21:16,37.4
1/1/2010 21:17,37.4
1/1/2010 21:18,37.4
1/1/2010 21:19,37.7
1/1/2010 21:20,37.4
1/1/2010 21:21,37.5
1/1/2010 21:22,37.3
1/1/2010 21:23,37.4
1/1/2010 21:24,37.4
1/1/2010 21:25,37.3
1/1/2010 21:26,37.3
1/1/2010 21:27,37.3
1/1/2010 21:28,37.1
1/1/2010 21:29,37.2
1/1/2010 21:30,37.1
1/1/2010 21:31,36.9
1/1/2010 21:32,37.2
1/1/2010 21:33,36.8
1/1/2010 21:34,37.1
1/1/2010 21:35,37.1
1/1/2010 21:36,36.9
1/1/2010 21:37,36.7
1/1/2010 21:38,36.8
1/1/2010 21:39,36.6
1/1/2010 21:40,36.5
1/1/2010 21:41,36.7
1/1/2010 21:42,36.5
1/1/2010 21:43,36.5
1/1/2010 21:44,36.5
1/1/2010 21:45,36.3
1/1/2010 21:46,36.3
1/1/2010 21:47,36.3
1/1/2010 21:48,36.3
1/1/2010 21:49,36.3
1/1/2010 21:50,36.2
1/1/2010 21:51,36.2
1/1/2010 21:52,36.1
1/1/2010 21:53,36
1/1/2010 21:54,36.2
1/1/2010 21:55,36.1
1/1/2010 21:56,36.1
1/1/2010 21:57,36
1/1/2010 21:58,36.2
1/1/2010 21:59,35.9
1/1/2010 22:00,35.9
1/1/2010 22:00,35.9
1/1/2010 22:01,35.7
1/1/2010 22:02,35.7
1/1/2010 22:03,35.5
1/1/2010 22:04,35.6
1/1/2010 22:05,35.6
1/1/2010 22:06,35.7
1/1/2010 22:07,35.6
1/1/2010 22:08,35.6
1/1/2010 22:09,35.6
1/1/2010 22:10,35.6
1/1/2010 22:11,35.7
1/1/2010 22:12,35.6
1/1/2010 22:13,35.5
1/1/2010 22:14,35.6
1/1/2010 22:15,35.5
1/1/2010 22:16,35.5
1/1/2010 22:17,35.5
1/1/2010 22:18,35.4
1/1/2010 22:19,35.3
1/1/2010 22:20,35.5
1/1/2010 22:21,35.4
1/1/2010 22:22,35.1
1/1/2010 22:23,35.3
1/1/2010 22:24,35.3
1/1/2010 22:25,35.1
1/1/2010 22:26,35.2
1/1/2010 22:27,35.2
1/1/2010 22:28,35.2
1/1/2010 22:29,35.3
1/1/2010 22:30,35.4
1/1/2010 22:31,35
1/1/2010 22:32,35
1/1/2010 22:33,34.9
1/1/2010 22:34,34.8
1/1/2010 22:35,34.9
1/1/2010 22:36,34.8
1/1/2010 22:37,34.9
1/1/2010 22:38,34.9
1/1/2010 22:39,34.7
1/1/2010 22:40,34.9
1/1/2010 22:41,34.8
1/1/2010 22:42,34.6
1/1/2010 22:43,34.7
1/1/2010 22:44,34.7
1/1/2010 22:45,34.5
1/1/2010 22:46,34.4
1/1/2010 22:47,34.5
1/1/2010 22:48,34.3
1/1/2010 22:49,34.3
1/1/2010 22:50,34.3
1/1/2010 22:51,34.6
1/1/2010 22:52,34.4
1/1/2010 22:53,34.6
1/1/2010 22:54,34.3
1/1/2010 22:55,34.4
1/1/2010 22:56,34.4
1/1/2010 22:57,34.3
1/1/2010 22:58,34.4
1/1/2010 22:59,34.1
1/1/2010 23:00,34.1
1/1/2010 23:00,34.1
1/1/2010 23:01,34.1
1/1/2010 23:02,34
1/1/2010 23:03,33.8
1/1/2010 23:04,33.8
1/1/2010 23:05,34.1
1/1/2010 23:06,34.1
1/1/2010 23:07,34
1/1/2010 23:08,34
1/1/2010 23:09,33.7
1/1/2010 23:10,33.7
1/1/2010 23:11,33.7
1/1/2010 23:12,33.7
1/1/2010 23:13,33.6
1/1/2010 23:14,33.5
1/1/2010 23:15,33.7
1/1/2010 23:16,33.5
1/1/2010 23:17,33.5
1/1/2010 23:18,33.5
1/1/2010 23:19,33.5
1/1/2010 23:20,33.5
1/1/2010 23:21,33.2
1/1/2010 23:22,33.4
1/1/2010 23:23,33.2
1/1/2010 23:24,33.2
1/1/2010 23:25,33.4
1/1/2010 23:26,33.5
1/1/2010 23:27,33.2
1/1/2010 23:28,33.2
1/1/2010 23:29,33.1
1/1/2010 23:30,33.2
1/1/2010 23:31,33.1
1/1/2010 23:32,33.2
1/1/2010 23:33,33.1
1/1/2010 23:34,33.2
1/1/2010 23:35,33.1
1/1/2010 23:36,33.1
1/1/2010 23:37,33.1
1/1/2010 23:38,33
1/1/2010 23:39,33.4
1/1/2010 23:40,32.9
1/1/2010 23:41,32.9
1/1/2010 23:42,32.8
1/1/2010 23:43,32.8
1/1/2010 23:44,32.8
1/1/2010 23:45,32.8
1/1/2010 23:46,32.9
1/1/2010 23:47,32.8
1/1/2010 23:48,32.8
1/1/2010 23:49,32.6
1/1/2010 23:50,32.6
1/1/2010 23:51,32.6
1/1/2010 23:52,32.9
1/1/2010 23:53,32.5
1/1/2010 23:54,32.8
1/1/2010 23:55,32.8
1/1/2010 23:56,32.6
1/1/2010 23:57,32.5
1/1/2010 23:58,32.5
1/1/2010 23:59,32.6
1/2/2010 0:00,32.5
1/2/2010 0:00,32.5
1/2/2010 0:01,32.5
1/2/2010 0:02,32.2
1/2/2010 0:03,32
1/2/2010 0:04,32.3
1/2/2010 0:05,32.4
1/2/2010 0:06,32
1/2/2010 0:07,32
1/2/2010 0:08,32
1/2/2010 0:09,31.9
1/2/2010 0:10,32.3
1/2/2010 0:11,31.9
1/2/2010 0:12,31.7
1/2/2010 0:13,31.8
1/2/2010 0:14,31.7
1/2/2010 0:15,31.8
1/2/2010 0:16,31.8
1/2/2010 0:17,31.7
1/2/2010 0:18,31.6
1/2/2010 0:19,31.6
1/2/2010 0:20,31.4
1/2/2010 0:21,31.4
1/2/2010 0:22,31.4
1/2/2010 0:23,31.4
1/2/2010 0:24,31.2
1/2/2010 0:25,31.2
1/2/2010 0:26,31.2
1/2/2010 0:27,31.2
1/2/2010 0:28,31.3
1/2/2010 0:29,31.2
1/2/2010 0:30,31.1
1/2/2010 0:31,31.1
1/2/2010 0:32,31.2
1/2/2010 0:33,31.1
1/2/2010 0:34,31
1/2/2010 0:35,30.8
1/2/2010 0:36,31
1/2/2010 0:37,30.6
1/2/2010 0:38,30.7
1/2/2010 0:39,31
1/2/2010 0:40,30.7
1/2/2010 0:41,30.6
1/2/2010 0:42,30.6
1/2/2010 0:43,30.5
1/2/2010 0:44,30.5
1/2/2010 0:45,30.5
1/2/2010 0:46,30.4
1/2/2010 0:47,30.2
1/2/2010 0:48,30.6
1/2/2010 0:49,30.5
1/2/2010 0:50,30.4
1/2/2010 0:51,30.4
1/2/2010 0:52,30.2
1/2/2010 0:53,30.1
1/2/2010 0:54,30.2
1/2/2010 0:55,30.1
1/2/2010 0:56,30.1
1/2/2010 0:57,30.1
1/2/2010 0:58,30
1/2/2010 0:59,30.1
1/2/2010 1:00,30.1
1/2/2010 1:00,30.1
1/2/2010 1:01,30
1/2/2010 1:02,29.9
1/2/2010 1:03,29.9
1/2/2010 1:04,29.9
1/2/2010 1:05,30
1/2/2010 1:06,30
1/2/2010 1:07,30
1/2/2010 1:08,29.8
1/2/2010 1:09,30
1/2/2010 1:10,29.8
1/2/2010 1:11,29.8
1/2/2010 1:12,29.8
1/2/2010 1:13,29.5
1/2/2010 1:14,29.6
1/2/2010 1:15,29.6
1/2/2010 1:16,29.6
1/2/2010 1:17,29.4
1/2/2010 1:18,29.4
1/2/2010 1:19,29.6
1/2/2010 1:20,29.4
1/2/2010 1:21,29.5
1/2/2010 1:22,29.6
1/2/2010 1:23,29.3
1/2/2010 1:24,29.3
1/2/2010 1:25,29.2
1/2/2010 1:26,29.2
1/2/2010 1:27,29.2
1/2/2010 1:28,29.2
1/2/2010 1:29,29.2
1/2/2010 1:30,29.3
1/2/2010 1:31,29
1/2/2010 1:32,29.2
1/2/2010 1:33,29
1/2/2010 1:34,29.2
1/2/2010 1:35,28.9
1/2/2010 1:36,29
1/2/2010 1:37,28.8
1/2/2010 1:38,28.7
1/2/2010 1:39,28.6
1/2/2010 1:40,28.6
1/2/2010 1:41,28.3
1/2/2010 1:42,28.1
1/2/2010 1:43,28.1
1/2/2010 1:44,28
1/2/2010 1:45,28.1
1/2/2010 1:46,28.3
1/2/2010 1:47,28.4
1/2/2010 1:48,28.3
1/2/2010 1:49,28.6
1/2/2010 1:50,28.3
1/2/2010 1:51,28.4
1/2/2010 1:52,28.3
1/2/2010 1:53,28.3
1/2/2010 1:54,28.3
1/2/2010 1:55,28.3
1/2/2010 1:56,28.4
1/2/2010 1:57,28.2
1/2/2010 1:58,28.2
1/2/2010 1:59,28.1
1/2/2010 2:00,28.1
1/2/2010 2:00,28.1
1/2/2010 2:01,28.1
1/2/2010 2:02,28.3
1/2/2010 2:03,28
1/2/2010 2:04,28.1
1/2/2010 2:05,27.8
1/2/2010 2:06,27.8
1/2/2010 2:07,27.8
1/2/2010 2:08,27.7
1/2/2010 2:09,27.7
1/2/2010 2:10,28
1/2/2010 2:11,27.7
1/2/2010 2:12,27.7
1/2/2010 2:13,27.8
1/2/2010 2:14,27.6
1/2/2010 2:15,27.6
1/2/2010 2:16,27.7
1/2/2010 2:17,27.7
1/2/2010 2:18,27.7
1/2/2010 2:19,27.6
1/2/2010 2:20,27.5
1/2/2010 2:21,27.8
1/2/2010 2:22,27.6
1/2/2010 2:23,27.5
1/2/2010 2:24,27.5
1/2/2010 2:25,27.2
1/2/2010 2:26,27.5
1/2/2010 2:27,27.2
1/2/2010 2:28,27.4
1/2/2010 2:29,27.2
1/2/2010 2:30,27.2
1/2/2010 2:31,27.1
1/2/2010 2:32,27.2
1/2/2010 2:33,27.2
1/2/2010 2:34,27.4
1/2/2010 2:35,27.5
1/2/2010 2:36,27.4
1/2/2010 2:37,27.2
1/2/2010 2:38,27.2
1/2/2010 2:39,27.2
1/2/2010 2:40,27.2
1/2/2010 2:41,27.1
1/2/2010 2:42,27.2
1/2/2010 2:43,27.2
1/2/2010 2:44,27.4
1/2/2010 2:45,27.5
1/2/2010 2:46,27.4
1/2/2010 2:47,27.4
1/2/2010 2:48,27.5
1/2/2010 2:49,27.6
1/2/2010 2:50,27.4
1/2/2010 2:51,27.5
1/2/2010 2:52,27.5
1/2/2010 2:53,27.5
1/2/2010 2:54,27.4
1/2/2010 2:55,27.4
1/2/2010 2:56,27.2
1/2/2010 2:57,27.1
1/2/2010 2:58,27.1
1/2/2010 2:59,27
1/2/2010 3:00,27.4
1/2/2010 3:00,27.4
1/2/2010 3:01,27.1
1/2/2010 3:02,27.4
1/2/2010 3:03,27
1/2/2010 3:04,27.1
1/2/2010 3:05,27.2
1/2/2010 3:06,27.2
1/2/2010 3:07,27.1
1/2/2010 3:08,27.1
1/2/2010 3:09,27.1
1/2/2010 3:10,27
1/2/2010 3:11,27
1/2/2010 3:12,27
1/2/2010 3:13,27
1/2/2010 3:14,27
1/2/2010 3:15,27
1/2/2010 3:16,27
1/2/2010 3:17,27
1/2/2010 3:18,26.9
1/2/2010 3:19,26.9
1/2/2010 3:20,26.6
1/2/2010 3:21,26.8
1/2/2010 3:22,27
1/2/2010 3:23,27
1/2/2010 3:24,26.9
1/2/2010 3:25,26.9
1/2/2010 3:26,26.9
1/2/2010 3:27,26.8
1/2/2010 3:28,26.7
1/2/2010 3:29,26.8
1/2/2010 3:30,26.8
1/2/2010 3:31,26.8
1/2/2010 3:32,26.8
1/2/2010 3:33,26.8
1/2/2010 3:34,26.9
1/2/2010 3:35,26.8
1/2/2010 3:36,27
1/2/2010 3:37,26.8
1/2/2010 3:38,26.8
1/2/2010 3:39,27
1/2/2010 3:40,26.6
1/2/2010 3:41,26.9
1/2/2010 3:42,26.6
1/2/2010 3:43,26.8
1/2/2010 3:44,26.6
1/2/2010 3:45,26.8
1/2/2010 3:46,26.6
1/2/2010 3:47,26.8
1/2/2010 3:48,26.9
1/2/2010 3:49,26.6
1/2/2010 3:50,26.5
1/2/2010 3:51,26.8
1/2/2010 3:52,26.6
1/2/2010 3:53,26.5
1/2/2010 3:54,26.5
1/2/2010 3:55,26.8
1/2/2010 3:56,26.7
1/2/2010 3:57,26.7
1/2/2010 3:58,26.5
1/2/2010 3:59,26.5
1/2/2010 4:00,26.7
1/2/2010 4:00,26.7
1/2/2010 4:01,26.7
1/2/2010 4:02,26.5
1/2/2010 4:03,26.7
1/2/2010 4:04,26.5
1/2/2010 4:05,26.7
1/2/2010 4:06,26.7
1/2/2010 4:07,26.4
1/2/2010 4:08,26.4
1/2/2010 4:09,26.5
1/2/2010 4:10,26.4
1/2/2010 4:11,26.5
1/2/2010 4:12,26.4
1/2/2010 4:13,26.4
1/2/2010 4:14,26.4
1/2/2010 4:15,26.4
1/2/2010 4:16,26.4
1/2/2010 4:17,26.2
1/2/2010 4:18,26.2
1/2/2010 4:19,25.9
1/2/2010 4:20,26.3
1/2/2010 4:21,26.2
1/2/2010 4:22,26.3
1/2/2010 4:23,26.1
1/2/2010 4:24,26.1
1/2/2010 4:25,26.1
1/2/2010 4:26,25.8
1/2/2010 4:27,25.9
1/2/2010 4:28,26.1
1/2/2010 4:29,26.2
1/2/2010 4:30,26.1
1/2/2010 4:31,26.1
1/2/2010 4:32,26.2
1/2/2010 4:33,26.2
1/2/2010 4:34,26.1
1/2/2010 4:35,25.8
1/2/2010 4:36,26.1
1/2/2010 4:37,25.9
1/2/2010 4:38,25.9
1/2/2010 4:39,25.8
1/2/2010 4:40,25.8
1/2/2010 4:41,25.8
1/2/2010 4:42,25.8
1/2/2010 4:43,25.8
1/2/2010 4:44,25.8
1/2/2010 4:45,25.9
1/2/2010 4:46,25.9
1/2/2010 4:47,25.8
1/2/2010 4:48,25.7
1/2/2010 4:49,25.8
1/2/2010 4:50,25.8
1/2/2010 4:51,25.8
1/2/2010 4:52,25.8
1/2/2010 4:53,25.9
1/2/2010 4:54,25.8
1/2/2010 4:55,25.8
1/2/2010 4:56,25.7
1/2/2010 4:57,25.8
1/2/2010 4:58,25.7
1/2/2010 4:59,25.9
1/2/2010 5:00,25.7
1/2/2010 5:00,25.7
1/2/2010 5:01,25.7
1/2/2010 5:02,25.8
1/2/2010 5:03,25.7
1/2/2010 5:04,25.7
1/2/2010 5:05,25.7
1/2/2010 5:06,25.8
1/2/2010 5:07,25.6
1/2/2010 5:08,25.7
1/2/2010 5:09,25.7
1/2/2010 5:10,25.6
1/2/2010 5:11,25.6
1/2/2010 5:12,25.5
1/2/2010 5:13,25.3
1/2/2010 5:14,25.2
1/2/2010 5:15,25.3
1/2/2010 5:16,25.3
1/2/2010 5:17,25.2
1/2/2010 5:18,25.3
1/2/2010 5:19,25.5
1/2/2010 5:20,25.6
1/2/2010 5:21,25.6
1/2/2010 5:22,25.6
1/2/2010 5:23,25.7
1/2/2010 5:24,25.5
1/2/2010 5:25,25.7
1/2/2010 5:26,25.7
1/2/2010 5:27,25.8
1/2/2010 5:28,25.5
1/2/2010 5:29,25.5
1/2/2010 5:30,25.5
1/2/2010 5:31,25.5
1/2/2010 5:32,25.6
1/2/2010 5:33,25.2
1/2/2010 5:34,25.6
1/2/2010 5:35,25.5
1/2/2010 5:36,25.7
1/2/2010 5:37,25.5
1/2/2010 5:38,25.6
1/2/2010 5:39,25.6
1/2/2010 5:40,25.6
1/2/2010 5:41,25.7
1/2/2010 5:42,25.6
1/2/2010 5:43,25.5
1/2/2010 5:44,25.5
1/2/2010 5:45,25.6
1/2/2010 5:46,25.3
1/2/2010 5:47,25.5
1/2/2010 5:48,25.6
1/2/2010 5:49,25.3
1/2/2010 5:50,25.5
1/2/2010 5:51,25.8
1/2/2010 5:52,25.6
1/2/2010 5:53,25.6
1/2/2010 5:54,25.7
1/2/2010 5:55,25.6
1/2/2010 5:56,25.8
1/2/2010 5:57,25.6
1/2/2010 5:58,25.7
1/2/2010 5:59,25.7
1/2/2010 6:00,25.6
1/2/2010 6:00,25.6
1/2/2010 6:01,25.5
1/2/2010 6:02,25.3
1/2/2010 6:03,25.5
1/2/2010 6:04,25.6
1/2/2010 6:05,25.5
1/2/2010 6:06,25.6
1/2/2010 6:07,25.6
1/2/2010 6:08,25.9
1/2/2010 6:09,25.6
1/2/2010 6:10,25.5
1/2/2010 6:11,25.8
1/2/2010 6:12,25.5
1/2/2010 6:13,25.7
1/2/2010 6:14,25.8
1/2/2010 6:15,25.3
1/2/2010 6:16,25.7
1/2/2010 6:17,25.5
1/2/2010 6:18,25.5
1/2/2010 6:19,25.6
1/2/2010 6:20,25.5
1/2/2010 6:21,25.3
1/2/2010 6:22,25.3
1/2/2010 6:23,25.3
1/2/2010 6:24,25.2
1/2/2010 6:25,25.3
1/2/2010 6:26,25.1
1/2/2010 6:27,25
1/2/2010 6:28,24.9
1/2/2010 6:29,24.9
1/2/2010 6:30,25
1/2/2010 6:31,24.9
1/2/2010 6:32,25
1/2/2010 6:33,25.1
1/2/2010 6:34,25.2
1/2/2010 6:35,25.1
1/2/2010 6:36,25
1/2/2010 6:37,25.2
